"serial_no","colour reading","mono reading"
"VWT9600558",3500,7000
"S7214300104",15271,103783
"3379P701188",0,107716
"V5121000059",0,0
"G186R350017",0,109151
"3109R111006",69916,90962
"G075PA00488",0,0
"G175R150503",0,305911
"W795P500259",1171,6000
"W912PA01721",0,122940
"3379P701018",0,52315
"3299M420439",0,124811
"VYH7500181",0,12078
"W3038504243",0,163076
"G075P100191",11641,69779
"G075PA00426",13656,61568
"312MC51793",37191,356057
"312MC51795",33232,337137
"VWY8500577",0,74585
"C509P801703",47518,141347
"G175J400323",0,244935
"RJR9400118",0,205883
"E174MA20516",75613,53911
"3089R910431",21758,56638
"3389P901110",0,69822
"3389P901121",0,76183
"VWT9600562",5078,79123
"A5C1021022356",86362,339374
"3299M720997",0,227914
"3379PA02894",0,268392
"W918P901200",0,77012
"E205R262594",6135,86693
"VWY8500573",0,44899
"3299M420466",0,13315
"E195M620147",110445,643032
"E185J800119",201987,128518
"W907P901104",0,46382
"V5120400181",0,1955078
"3299M721287",0,133506
"C379P800362",0,219013
"3379PC05411",0,109720
"3379PC05417",0,108275
"3379PC05416",0,44263
"3109R911247",22332,19941
"G074PC00709",2260,8010
"W907P901082",0,143580
"W907P901106",0,46525
"G074P900666",0,0
"G075PA00490",5833,24776
"W3039001310",0,182765
"3389P901120",0,77920
"3389P901126",0,219729
"3379P701088",0,39667
"VX27600555",0,15671
"W3019001026",0,176996
"W3049301298",0,137147
"W3048901728",0,115499
"G475M830574",31994,61783
"W907P901068",0,115485
"W907P901098",0,163308
"W914P500849",0,16157
"3299M721288",0,165860
"G155P500357",0,407897
"E337M620084",0,10317
"VWS9Z02452",8138,3188
"VWS9Z02458",26298,3998
"3080R110102",0,0
"3379PA02886",0,0
"3379PA02892",0,292508
"W907P600214",0,0
"V4408910037",0,0
"w3039000753",0,111886
"V3L4301042",0,107501
"W3069100432",0,103665
"3379PC05413",0,92007
"W907P301313",0,30326
"W3019315385",0,69320
"W3028601480",0,185734
"W3029405964",0,94162
"W3039302703",0,145999
"W3058604330",0,32593
"E204R561329",16812,10634
"G074PC00401",0,0
"G175J200386",0,268929
"G174RC50364",0,332699
"G175R350230",0,15138
"G075PB00291",2652,63954
"VWS9Z02467",866,1227
"VWY8500566",0,53965
"W3029209641",0,0
"VWU9801902",0,0
"W3009605930",0,116701
"G676JCO0056",0,1194289
"E205R661061",5533,28070
"G768R120513",10041,20177
"W913PC04900",0,93487
"W907P600640",0,44546
"W907P600643",0,46236
"W905p600836",0,159588
"W907P301311",0,132852
"W907P901108",0,69203
"W907P901100",0,131840
"G145J500089",0,0
"E175J400632",16203,173110
"G175R350881",0,325903
"3379PA02882",0,29067
"3379PA02884",0,41563
"3389P801223",0,243172
"3089RC12268",145076,55906
"3389P801217",0,37156
"C507P900885",1255,8059
"VWY8300508",0,28692
"3109RC10645",63842,64144
"3109rc10640",34601,137242
"G175R150544",0,825223
"3379PA02889",0,118101
"3379PA02887",0,453372
"G075P902921",10349,15823
"3379PA02891",0,253610
"3379PC05240",0,72426
"V4498500852",0,340196
"3379PC05241",0,172109
"3080R110310",79709,110829
"3379PC04271",0,161547
"3389P901119",0,127578
"G175R150173",0,62321
"G175R150323",0,595424
"G175R150261",0,425706
"G656JA00043",0,197633
"G746R837550",26508,21943
"G095P400455",9225,56464
"VWY9X00882",0,33387
"VWY9Y00989",0,125008
"G166JC00293",0,0
"C768R120505",4606,7150
"3379PA02890",0,143600
"3379PC04290",0,199933
"3299M420455",0,431253
"VWV9Y02867",0,0
"G666GA00078",0,896072
"G666J800160",0,1331480
"3379PC05414",0,14695
"W907P401053",0,175961
"G667J100001",0,512214
"E204R461433",18879,71683
"NVN2803359",0,258794
"E215R960371",22599,74906
"W914P806732",0,165106
"G478M430422",34720,98252
"REQ0400391",5832,29445
"G175R150534",0,183969
"W3059602182",0,125961
"C767R921150",28910,94408
"VX29801842",0,67378
"E216J700702",28040,94832
"C768R121802",3926,64318
"G746R631249",69619,76824
"C369PB00189",0,586616
"VWY9X00880",0,44410
"3378PC01319",0,0
"W914PB00770",0,165378
"REQ0300343",39942,33028
"G475M130099",48447,167424
"E183J600094",10688,33296
"G074P400240",22720,136055
"VWY9Y00962",0,87927
"E183JB00576",85827,351106
"W3069101594",0,227260
"W914P204615",0,158410
"3119RA10770",116692,208741
"AK67025737",20439,28280
"V4408502146",0,55673
"W3058502700",0,248205
"VWX8X03861",0,61148
"3299m921722",0,168366
"C767R521440",33708,104537
"C509P801421",11128,4848
"W3059402716",0,57722
"E205R860739",27079,22543
"W914PA02503",0,27762
"S7214700175",0,0
"E185J800092",13312,290872
"G186R650005",0,274550
"W3068600586",0,228397
"C368J100092",0,227099
"REQ0400403",23631,11140
"RAN9700617",0,333120
"G145P600370",0,118032
"VWY9Y00967",0,143084
"G676J800097",0,0
"W3019601911",0,0
"W3019510025",0,190679
"G145P600983",0,42021
"3379PC04294",0,111378
"W3049404464",0,108660
"W3058900896",0,0
"V5000300052",0,688538
"G656JC00073",0,864561
"3089R910592",67663,80696
"3379PA02888",0,17036
"3379PC05298",0,98168
"G677JC00092",0,899334
"VWX0905284",0,0
"3379PC05448",0,91139
"3379PA02128",0,147772
"C767RC21561",101346,10987
"E204R661790",75401,218316
"3379PC05574",0,27074
"3379PC05303",0,75865
"3379PC05570",0,79551
"RES8900150",12939,8197
"3379PC05449",0,197854
"3920P401971",31275,97858
"3379PC05569",0,75939
"E215R960309",257,209541
"REQ0800555",26754,109171
"3109R811582",53368,80531
"3109R911558",58430,258510
"W913P500625",0,252430
"3379PA02121",0,48004
"G155P401098",0,376252
"W793PC04089",3278,922
"VX27500530",0,200887
"G186R850045",0,88611
"G185J500191",0,696489
"G186JA00108",0,645790
"G186JB00061",0,808239
"VYH7500176",0,53708
"REQ0800546",4119,29292
"G657J500066",0,1509138
"W914P604218",0,321085
"3080R110417",39513,219168
"3379PA02678",0,144620
"3379PC05426",0,131466
"3379PC05360",0,274269
"3379PC05451",0,68189
"3379PA02679",0,72694
"3379PC05452",0,159404
"G186R950017",0,541569
"G145P600998",0,289936
"3379PA02676",0,0
"G445P600022",1061,36043
"RER0900643",4872,48166
"RQZ0402613",0,304990
"W3049606454",0,232655
"W3058901274",0,217976
"RER0900634",16004,8669
"REQ0800553",1121,33843
"3379PC05572",0,35185
"RL29100577",0,1209351
"RL29100578",0,1226250
"REQ0300344",23294,17474
"REQ0400413",20888,25761
"3379PC05573",0,68010
"G475MA30198",46089,129098
"C350P800485",0,189810
"W918P901199",0,95944
"VWX0905286",0,64251
"3100R912710",41078,57102
"VWV9Y02892",0,0
"W795PB00142",43505,127155
"C767R420046",0,43959
"REQ0800542",4820,10354
"VX20902253",0,0
"E214RB60388",2845,154036
"W916PB02370",0,239087
"S7434700038",14655,18928
"3370PC00063",0,65227
"RER0900654",0,0
"REQ0400405",4487,32236
"3379PC05447",0,4235
"41954661",0,469957
"E335M420310",0,48783
"RAM8400166",0,230536
"G717M230426",100731,787347
"C369P700112",0,493390
"G145J500088",0,428742
"E205R460033",86760,256786
"RJR9400110",0,33060
"C768J900410",0,0
"G155P702170",0,9107
"G476M530058",14673,523956
"W3019411112",0,274810
"3290M220063",0,0
"3379PC05444",0,154989
"W862J900165",0,575040
"3370PC00065",0,20555
"VWX0905412",0,32639
"3290M120324",0,128597
"3370PC00015",0,78050
"VWY0Z01561",0,69179
"REQ0300342",1740,4909
"C767RB20040",31533,91579
"C768R320916",45445,68068
"3370PC00067",0,13810
"3370PC00064",0,27446
"3379PC05602",0,166214
"VWT7500065",3177,57680
"VWY0Z01558",0,21143
"VWY0Z01572",0,15418
"VWY0Z01587",0,48726
"VWY0Z01590",0,14057
"VWY0Z01593",0,65731
"RER0900632",35190,14581
"RER0900644",45841,13447
"3290MB20368",0,44145
"C767J600733",13422,20614
"C767R920637",56834,33772
"REQ0800573",19489,32545
"3100RB10600",117085,86241
"3299MC20546",0,101987
"C767RA21698",45929,45715
"C767J800168",8282,19298
"REQ0400415",1334,2358
"G165P900333",0,206257
"G656J900012",0,819245
"G175R650166",0,118495
"3379PC05163",0,9898
"VWX0Z06040",0,24992
"RJP8700255",0,59538
"3379PC05601",0,11969
"3379PC05596",0,2123
"W3058604328",0,121099
"G165J500064",0,207755
"G676J800014",0,1727141
"G677J700050",0,223239
"C767R621275",165733,136957
"3379PC05342",0,15956
"vx17x00323",0,22627
"W3049202253",0,0
"VWU9801897",0,47247
"3100RB10121",56163,92056
"G667J200037",0,422111
"3379PC05510",0,57723
"3291M120581",0,40764
"3930PC00568",7639,43584
"C391P100485",0,272783
"G677JC00093",0,2129439
"W3058604325",0,0
"3120MA10094",62952,140757
"REQ0900616",2690,15265
"RJN0Z00990",0,53935
"W305880349",0,108215
"3109R810687",6011,186585
"3291M120595",0,235342
"3379PC05597",0,0
"VWV9Y02869",0,0
"VWV9Y02895",0,56987
"RES8900151",0,0
"3379PC05453",0,35694
"E155M130881",19766,30303
"G184JA00091",0,191901
"G186RA50273",0,49131
"3379PC05600",0,110580
"3379PC05594",0,88705
"3379PC05599",0,19369
"W3078600508",0,89187
"VWX8302636",0,46119
"E204RA60974",29724,160932
"G074P400332",6575,52102
"3089R910481",6828,62376
"C379PC00361",0,457993
"3921P400659",9547,45705
"3379PC05604",0,37027
"G676J800037",0,1447091
"G677J700014",0,1528763
"G677J400027",0,710573
"C767J700680",4045,95788
"SA7R0325004280",29592,198793
"VWX0Y05863",0,25055
"REQ0X00712",14279,12388
"G747R330073",16077,30434
"W3049301295",0,109596
"G717M231057",1531,3047
"W915P304079",0,156855
"W915P304078",0,135137
"W3079200681",0,116698
"W3058900914",0,48999
"3931P200016",1649,5180
"RJR9800161",0,30684
"G667J300050",0,362564
"G185J800355",0,122935
"W915P304027",0,4443
"W916PB02779",0,12449
"3921P400682",3083,31002
"G676J800115",0,1196635
"G185J800008",0,110786
"E336M920257",0,189922
"W3048904956",0,163056
"W915P404745",0,44458
"W915P304128",0,97036
"VWY0Y01415",0,91571
"RRS9Y00190",0,222306
"RER0900595",4616,25341
"3379PC05605",0,43729
"VWYOY01429",0,18367
"VWYOZ01573",0,61797
"3080R110106",59801,165244
"G667J800025",0,971375
"4431R310078",0,84129
"W915P304059",0,98858
"W915P304009",0,25081
"W915P304044",0,45870
"W915P404269",0,64400
"W915P304018",0,54917
"W915P304058",0,42050
"W914PA04760",0,87041
"W912PA01722",0,204235
"G476M930092",4994,8367
"W903P900871",0,60447
"W914PB00804",0,147717
"3291M120234",0,95121
"3291M320370",0,215335
"VWX0X05587",0,29647
"VWY0Y01426",0,75134
"4411R310091",0,96061
"VWYOY01421",0,22892
"G185J100064",0,61869
"VWYOY01482",0,32521
"VWYOY01480",0,12023
"W917P402335",0,64042
"W914PA03997",0,90083
"W915P503370",0,66626
"C747M800041",53986,40463
"3081R210407",31751,77558
"VYK8301084",0,120613
"W3058600643",0,67453
"S7224300219",43738,58187
"3291M320022",0,0
"RQZ0503250",0,65895
"3931P200062",2450,7138
"3081R210387",23601,49691
"G476M430075",0,0
"C737M420645",16046,109538
"4411R411677",0,123952
"3081R210487",76486,0
"VWY1201642",0,0
"3291M320047",0,65459
"G175R350231",0,151696
"3931P200040",14791,43119
"C747M800241",86701,99186
"G185JB00106",0,149556
"RER0900624",8558,58129
"W914PA02934",0,0
"S7224700543",0,0
"W915P303813",0,0
"E205R460416",0,0
"S7214601520",47898,106085
"S7214000016",0,0
"W915P203607",0,0
"4411R310127",0,120477
"4411R310108",0,150195
"4421R310011",0,222512
"4421R310006",0,245456
"W915P304035",0,96405
"REQ0900634",0,0
"G747R231435",993,289696
"SA5C1321001141",82737,76740
"C397P900900",0,48608
"G676J800103",0,271027
"G716MB20600",0,0
"G747R231281",0,0
"G669C370129",0,969710
"G175R150105",0,796583
"VWY1201644",0,27124
"W914PB00797",0,50802
"W914P500952",0,93360
"RR69300271",0,67139
"W914PA02802",0,0
"VWY1201638",0,143143
"VWY1201639",0,0
"W915P506598",0,0
"G667J900102",0,1199488
"3101R412333",14169,16593
"3101R412337",49322,24706
"3101R510177",3790,662
"3101R510213",8421,20256
"3101R510268",31711,9242
"3931P650257",2761,9274
"3921P651387",2645,1914
"3921P651242",368,1740
"4411R310096",0,207659
"3081R210427",2328,192638
"C358P100138",0,0
"REQ0800574",13172,11628
"E335M620498",0,18461
"RER0800536",14901,14997
"RER0800542",13521,5100
"RER0800549",15268,51464
"3379PC05446",0,22109
"3291M320055",0,102228
"3081R210435",11377,217280
"3291M320004",0,18166
"E204R763585",0,0
"RJP1101223",0,70081
"VWX0X05537",0,17469
"E214R860365",56215,126874
"3290MB20202",0,56481
"REQ0800539",24069,29587
"G747R230722",869,101136
"3290MC20487",0,78927
"REQ0900693",2416,2290
"C767R640041",12172,5799
"3081R510704",34812,27495
"3081R210368",12510,28211
"RTZ1401234",12182,15913
"VWY1201650",0,31399
"3931P650203",4346,15453
"3101R210664",4362,178987
"RR693OO262",0,71978
"G475M830679",65,5964
"VWY1201658",0,69431
"4031C130017",0,609394
"G155P700992",0,56780
"E205R262667",29301,49082
"RER0700532",0,0
"3081R510615",35431,30620
"4031C130011",0,1295239
"E336M121605",0,21145
"G476M730718",90988,229921
"G476M730705",71381,171952
"C777JB00297",9840,46963
"G0189008507",0,212327
"3921P400435",2893,6651
"VWX1506580",0,29184
"VWX1506582",0,53524
"VWX1506593",0,8495
"VWV1503978",0,27624
"3291M720308",0,140150
"3291M720376",0,93581
"3081R510998",15959,38596
"C767JA00348",3766,32213
"VWX1506628",0,21411
"3931P200030",1157,8594
"4031C130146",0,968516
"4451R340080",0,300650
"VWY0Y01475",0,9816
"E204R760240",4454,3930
"G155P200461",0,184152
"G185J700005",0,141767
"G697M233145",38788,46149
"W796P701323",0,0
"C507PA03271",129,20887
"VWX1506617",0,65698
"VWX1506588",0,51691
"VWX1506627",0,13094
"VWX1506583",0,60700
"VWX1706706",0,94867
"VWX1506595",0,23309
"VWX1506618",0,50501
"VWX1506581",0,13477
"VWY1201645",0,5679
"REQ1400914",8109,10664
"RER0X00673",4100,3494
"REQ1500982",337,32058
"E205R262018",3832,20801
"REQ1500990",583,12275
"G667J500022",0,0
"3100RB10618",9615,30484
"RER0700526",3444,3957
"C747MA00071",6930,93700
"VWX1706677",0,12976
"VWX1706707",0,34599
"VWX1706710",0,27073
"VWX1706712",0,0
"VWX1706713",0,9788
"VWX1706714",0,143081
"3291M820087",0,67594
"RQZ0402657",0,109874
"3291M720356",0,0
"W796p401983",1201,4571
"VWY1201651",0,7407
"E205R761427",0,0
"VWX1506584",0,44327
"VWX1506585",0,2808
"VWX1506586",0,88777
"VWX1506591",0,68713
"VWX1506596",0,57099
"E204R461749",3122,81951
"RER9900353",10779,34649
"VWX7200376",0,26032
"G155P200471",0,95212
"G676JB00094",0,1238957
"G679C270112",0,1021257
"4031C130144",0,739683
"4031C730020",0,778426
"3911P750409",5937,7906
"3911P750532",7219,4110
"3911P750533",3343,5476
"4411R411755",0,76870
"3101R412475",91648,10624
"G145P301100",0,42709
"E205R562452",100103,123382
"G186JA00082",0,0
"VWY1201649",0,0
"E338MC21084",0,0
"E215J200115",1888,35716
"G146P700559",0,91796
"VWY1701873",0,44063
"E205R460078",34299,82221
"3081R510662",27186,22973
"VWY1701821",0,97008
"RJP1101219",0,0
"G667J700047",0,553351
"E184J300114",7609,147980
"C738M720728",32635,52758
"RER1801010",5262,5811
"3291M820101",0,50199
"3121M711106",71925,252401
"3081R511067",0,0
"3291M820086",0,59624
"VWY1701851",0,19304
"3921P651237",1260,23978
"E335M620459",0,23723
"E336M121608",0,146065
"W917PB00015",0,38254
"G747R231589",15708,29157
"REQ1601081",10484,47894
"VWX1706676",0,5613
"C727R610188",6627,88399
"4411R411610",0,24153
"C370PB00196",0,154914
"3379PC05598",0,68594
"REQ1400908",6312,13481
"W3048901841",0,133487
"3921P400684",10516,48982
"3921P651384",16221,111643
"3921P400671",10763,20905
"E206J400095",140,22370
"REQ1601074",178,1276
"C728J600104",3670,11516
"VWX1706669",0,16806
"VWX1706672",0,11655
"VWX1706678",0,3219
"G657JC00025",0,261900
"3081R510594",287,61666
"G185J700086",0,0
"G185JC00196",0,0
"E333M920945",0,0
"R5R9601436",11477,83125
"3101R510227",33772,36698
"G726J500143",62733,178922
"G185JB00115",0,17996
"REQ1601001",5202,762
"REQ1500987",1281,1281
"3921P651468",2153,849
"REQ1500992",4467,3403
"VX21502877",0,5330
"REQ1601153",2366,5119
"E204R763514",19039,84169
"C738J300367",29884,82598
"REQ1601122",4920,4901
"VWV9602337",0,25300
"VWV9602346",0,18890
"VWV9902590",0,24971
"VWV9902596",0,26175
"VWY1901931",0,11147
"VWY1901924",0,28143
"REQ1600997",3306,38081
"REQOY00763",0,0
"VWY1701854",0,18490
"3101R210687",77413,193462
"3101R210697",0,0
"4411R411585",0,35594
"RU20Y08111",0,495297
"VWX1706675",0,8825
"VWX1706673",0,26194
"3081RA11721",7607,41855
"VWX8802952",0,46510
"3101R711445",46505,32607
"G475M930386",1002,2040
"C737M820100",12324,16096
"W915P602015",0,43276
"VWX1706782",0,77758
"G678J600022",0,702327
"VWX1706709",0,27833
"G677J600010",0,767176
"3081RA11691",22831,120730
"REQ1601070",386,2713
"VWV1403663",0,193988
"C726MC30053",70226,42523
"G656J800014",0,200301
"W3068502007",0,224599
"RER0900607",14951,74179
"VWY1201646",0,24574
"E205R261999",90506,116193
"RJP0100885",0,58119
"VWY1901937",0,41737
"E336M320086",0,43046
"G156P701267",0,0
"VWV9902719",0,0
"3089R310927",4686,36951
"3291M721126",0,15196
"G679C270109",0,985462
"a5c4321107702",175579,353363
"4431R310079",0,43789
"G185J700078",0,411926
"RER1801061",1762,11961
"W793P504054",4765,10412
"3101R210672",7506,135572
"3101R711583",7874,95665
"VWY0901328",0,55720
"RER1801057",2053,1938
"RER1801077",6010,27385
"VWY1901935",0,2524
"VWY1401701",0,31656
"W3018707430",0,3781
"V4498803145",0,368352
"E338M720245",0,93392
"VWX7701231",0,43229
"G185J300035",0,141179
"VWY1701872",0,19323
"VWY1901921",0,17720
"G476M230221",100929,213389
"E325M120211",0,265810
"G475M130126",7188,22858
"4041C830157",0,989994
"G697J301242",3724,69298
"C726M730238",13551,84007
"VWY1901934",0,16111
"R5R8X01302",123368,74606
"3081R510593",8569,64163
"W3069101590",0,24702
"3082R110622",6151,33186
"V5000400104",0,518909
"G657JC00014",0,464249
"G146P200348",0,47742
"RER1801022",7432,8039
"VWY1X01993",0,27779
"G676J700017",0,642364
"G676J800017",0,433405
"3082R110422",16566,31584
"4441R240428",0,150498
"C359PC00616",0,143090
"3082R110615",29214,70063
"G668J300094",0,732402
"G668J300095",0,525777
"G446P504627",0,0
"E184J800279",18589,166829
"RJP0500955",0,31265
"W3079400152",0,20662
"3081R510370",5690,14599
"VWY1401747",0,4556
"VWY1401700",0,0
"VWY1401745",0,36472
"G476M730314",736,9728
"4411R411619",0,0
"4030CC30006",0,707400
"3082R110403",994,1225
"G667J700019",0,314978
"RER1801045",6718,5992
"RER1801079",6250,18975
"VWV1X04406",0,16648
"VWV1Y04423",0,8679
"VWX1907157",0,30411
"VWX1907175",0,24040
"C737M800165",27428,110279
"C388JA00097",0,188879
"3082R110384",3803,22153
"3101R210679",6169,8094
"RER1801058",642,3652
"4411R310433",0,0
"G477M830181",0,0
"3299M721183",0,6532
"G667J500026",0,1119619
"G676J900021",0,519315
"VWX1Y07320",0,29026
"VWX1Y07327",0,12792
"VWX1Y07328",0,14229
"VWX1Z07525",0,19415
"VWY1401750",0,60119
"3082R110426",19694,7169
"C737M721069",3479,35635
"3931P200034",31330,24240
"C378J100136",0,23928
"G476M130386",886,5515
"W3048901670",0,37648
"W3019602525",0,7323
"3379PC05445",0,45406
"G667J800026",0,544623
"G677J800026",0,501821
"E205R460038",1637,36676
"VWY1X01976",0,22653
"VWY1X01985",0,15706
"VWX1706732",0,0
"E205R562109",1136,10775
"RQZ0402660",0,0
"3292Z220164",0,45675
"E336M320697",0,62042
"W913PC07286",0,115945
"W916PA03475",0,174044
"S7214401029",153598,357633
"3081R510639",23151,23478
"3292Z220230",0,8736
"3292Z220338",0,5430
"3292Z320641",0,8286
"3292Z320659",0,6839
"C377JA00032",0,60556
"VWY1X01982",0,1110
"VWY1X01983",0,5978
"VWY1X01984",0,6275
"W3048901666",0,149549
"E205R460044",56000,63949
"G185J700077",0,145676
"VWX1Y07367",0,17450
"W914PB00801",0,170835
"REQ2101823",6712,21097
"3292Z120390",0,29543
"C507P404463",3127,26353
"W915PA00545",0,53007
"VWY1401741",0,35872
"VWY1X01979",0,14518
"VWY1X01986",0,16732
"VWY2102368",0,0
"VWY2302567",0,0
"VWY2102375",0,0
"VWY2102381",0,0
"VWY2102372",0,0
"VWY2102378",0,0
"VWY2102373",0,0
"VWY2102379",0,0
"VWY2102442",0,0
"VWY2102401",0,0
"VWY2202462",0,0
"VWY2202485",0,0
"VWY2102367",0,0
"VWY2102374",0,0
"VWY2102377",0,0
"VWY2102346",0,0
"VWY2102350",0,0
"VWY2102391",0,0
"VWY2102344",0,0
"VWY2202450",0,0
"REQ2101821",0,0
"W914PB00632",0,164772
"G186J900049",0,111790
"W796PA00093",917,19915
"VWY1X01978",0,11514
"3082R210776",2284,814
"W3088900197",0,100096
"3082R210634",15512,9441
"VWX2107764",0,18263
"3122M510131",6824,90921
"VWX2107751",0,21521
"REQ2101757",162,18453
"VWY1X01980",0,9217
"W3019312587",0,0
"3292Z320626",0,0
"RJN2201911",0,10615
"VWV2204679",0,12184
"3292Z120344",0,0
"VWX2408342",0,0
"C377P200313",0,704544
"E216J700365",1513,5288
"W3048901480",0,0
"G678J300002",0,636264
"3081RA11741",7798,9230
"3082R110413",46785,22772
"C387P993324",0,5806
"C388JB00080",0,22417
"G145J500072",0,43715
"W3019413883",0,150010
"C358P500341",0,47515
"3102R411295",211,2025
"76671177",0,0
"RER1801024",871,10321
"VWY1401753",0,4213
"C737M821074",0,0
"REQ2302087",1951,15054
"REQ2302089",0,0
"VWX2408369",0,2482
"3911P750348",9115,6850
"C378J100133",0,97500
"W916PA03468",0,166993
"G678J700069",0,348301
"C388JB00108",0,14054
"E204R860218",233479,162350
"E215R860534",0,0
"W912PB06869",0,178102
"C738M225160",7459,37612
"W914P205122",0,207021
"W914PB00809",0,156343
"W3058800373",0,179591
"W3068501712",0,120060
"W3079400373",0,141520
"G146P300982",0,48828
"E205JA00039",1611,1810
"3082R210726",18140,11706
"3082R111147",17000,34506
"3082R210740",14038,11385
"VWX2408374",0,208
"REQ2302066",3974,1075
"C389P400087",0,270884
"C378P300301",0,117792
"3082R210806",8874,25771
"RER1801059",268,220
"VWY1401742",0,1017
"W907P700105",0,0
"G656J800153",0,165399
"VX28301319",0,31962
"C738M225759",10723,47899
"C397P500492",0,21501
"E206R161216",14290,35575
"W912PB06697",0,11791
"3292Z220309",0,27402
"G477M430398",15782,49720
"W3058800365",0,123690
"RTZ1401283",24029,43481
"3102R411294",6866,27014
"VWY1X01987",0,0
"3292Z420702",0,26221
"REQ2101793",1324,3886
"W3048904988",0,0
"S7214201025",0,0
"C737J500341",6270,14133
"C747M500276",388,7001
"3292Z120407",0,23233
"E335M420317",0,53548
"3292Z520345",0,35526
"W907P700219",0,0
"A7PY325000257",83254,237043
"3379PC05575",0,196410
"3082R110620",12307,16203
"G677J400046",0,323040
"VWY1401704",0,10959
"VWY1401746",0,25825
"VWX2107783",0,11365
"3292Z320660",0,22857
"3292Z420698",0,13027
"W3069400096",0,4771
"REQ2702457",0,0
"w912pb02971",0,92743
"G677J500059",0,1540494
"VWY1901933",0,8357
"VWX2408357",0,12561
"3292Z420689",0,17759
"VWY2702965",0,6690
"3292Z120405",0,34026
"VWY1X01977",0,0
"3382P950508",0,21612
"3382P950624",0,2239
"VWX9Y04745",0,92984
"C768J400234",1445,3702
"3382P952156",0,11302
"E204R660394",4027,86500
"G477M730243",168490,48852
"3382P950720",0,22963
"3382P952154",0,15842
"C397J300039",0,31772
"VWX2107784",0,9432
"W914P305240",0,172538
"3382P950695",0,12926
"W914PB00806",0,74199
"3382P952155",0,1691
"3382P952238",0,24146
"3382P952160",0,36263
"REQ2702459",1209,5593
"3292Z520020",0,33555
"3082R510186",2565,6575
"RER0X00686",888,1539
"G146P600934",0,12884
"3292Z321305",0,28012
"W3028612352",0,113187
"3292Z520015",0,0
"G717M231437",14316,37817
"VWX2408355",0,7953
"3382P952165",0,11874
"3382P950699",0,13431
"3382P952265",0,20464
"3382P952162",0,21788
"3382P952158",0,3897
"W793P500490",5521,3014
"REQ0400397",5870,27487
"3382P952164",0,2702
"G677J500006",0,709703
"G676JB00056",0,597005
"C387J500023",0,0
"C397P601427",0,0
"W907P700155",0,0
"W907P700015",0,0
"W917PB00054",0,0
"W3028612158",0,0
"3080R910298",35476,52959
"RJP2201527",0,2384
"M0179608587",0,185931
"RJS2900523",0,33223
"4031C130069",0,682651
"4031C830125",0,454414
"G678J700105",0,32789
"3082R510140",15709,7917
"3292Z321303",0,4557
"C397P800634",0,10436
"C377J200028",0,57950
"3292Z721196",0,12507
"RER1801011",4444,5993
"3382P952250",0,11518
"3382P952245",0,12736
"3382P952163",0,15932
"RER1801063",159,4254
"3382P952301",0,3272
"W913P805232",0,139998
"3382p950719",0,6896
"3382P952281",0,19440
"3382P952134",0,26162
"3382P952152",0,14068
"3102R800693",4112,2295
"3102R800695",13952,9666
"3292Z720387",0,41625
"W912PB07326",0,12702
"W532601832",3383,11091
"REQ1400936",31454,9976
"3292Z721195",0,23505
"3382P952157",0,9645
"3382P952254",0,20743
"C398P101003",0,20634
"3382P952252",0,19760
"W914PB00568",0,162787
"3292Z820492",0,5677
"W914P305362",0,123039
"3382P952244",0,6933
"3292Z820064",0,17272
"3082R510061",660,8500
"RER1801012",2119,2892
"W912P504163",0,9263
"3382P951964",0,22716
"W914P305746",0,173763
"3292Z721142",0,15495
"C717RB10326",0,0
"VWR1500256",1628,2308
"3382P952231",0,11341
"RER1801032",500,251
"C267P400242",0,22376
"RER1801044",2372,2536
"3292Z721122",0,22606
"3102R710870",25440,13576
"3382P952285",0,10672
"3382P952322",0,6928
"E173M930232",162461,275582
"4031C230012",0,177594
"VX22404247",0,3874
"E339M320210",0,26870
"3382P952172",0,12327
"3382P952243",0,10099
"C398P201030",0,20648
"W914PB00613",0,130236
"VX22704639",0,7289
"VX22704544",0,6425
"3382P951930",0,6617
"4431R310076",0,114628
"3080RA11001",4822,3335
"3292Z420695",0,9981
"3141MB10124",3120,20290
"3292Z721189",0,0
"G175R150186",0,53628
"4422R610065",0,59866
"4422R91O248",0,27655
"3292Z920851",0,12701
"3292Z920853",0,5167
"3292Z920889",0,5017
"3292Z920883",0,3037
"3382PC52282",0,27210
"3082R510060",323,13590
"G697M131251",100,17135
"G476MA30139",5596,101283
"G477M430410",0,0
"W663K500118",0,0
"VWX1706737",0,14041
"RER1801015",1716,6481
"G475M830557",421,14177
"C507PB00663",270,2526
"W917P402376",0,119610
"G677J500007",0,372701
"3292Z721094",0,13521
"W3019100725",0,0
"G677J600013",0,230552
"4031C230007",0,131767
"G184RA50074",0,57980
"VWX2408354",0,8919
"VWX2408298",0,5125
"3082R510160",4950,2981
"G446P600409",103792,60823
"4042C730057",0,217667
"4031C230027",0,176167
"VX21Z03558",0,12998
"W3058901288",0,123545
"C767J9000196",48,681
"RER1801042",0,0
"W3039000686",0,43561
"3922PA52012",534,6817
"E205R261927",13001,31916
"G166J600013",0,467983
"W3048504107",0,0
"4031C230025",0,179771
"3082J783282",8962,2761
"C367J500045",0,4598
"3082j781051",0,0
"G679C370033",0,282985
"C367P400242",0,22252
"C737M520376",1769,10894
"3292Z720376",0,6588
"RER1801040",383,1607
"VWY2702959",0,2378
